,strain,diet,BodyWeight_Wk8_[g],BodyWeight_Wk16_[g],BodyWeight_Wk28_[g],BodyWeight_Sacrifice_[g],BodyWeight_NIBP_[g],BodyWeight_preCLAMS_[g],FatMass_preCLAMS_[g],FatMass_preCLAMS_[%],LeanMass_preCLAMS_[g],LeanMass_preCLAMS_[%],BodyWeight_preWheel_[g],FatMass_preWheel_[g],FatMass_preWheel_[%],LeanMass_preWheel_[g],LeanMass_preWheel_[%],BodyWeight_postWheel_[g],FatMass_postWheel_[g],FatMass_postWheel_[%],LeanMass_postWheel_[g],LeanMass_postWheel_[%],BWGain_8-16Weeks_[g],BWGain_8-16Weeks_[%],BWGain_8-28Weeks_[g],BWGain_8-28Weeks_[%],BWLoss_AfterExercise_[%],FatMassLoss_AfterExercise_[%],DiastolicBP_NIBP_[mmHg],SystolicBP_NIBP_[mmHg],HeartRate_NIBP_[bpm],DayRER_CLAMS_[ratio],NightRER_CLAMS_[ratio],24hRER_CLAMS_[ratio],DayVO2_CLAMS_[mL/kg/hr],NightVO2_CLAMS_[mL/kg/hr],24hVO2_CLAMS_[mL/kg/hr],DayVCO2_CLAMS_[mL/kg/hr],NightVCO2_CLAMS_[mL/kg/hr],24hVCO2_CLAMS_[mL/kg/hr],NightXTot_CLAMS_[#/12hr],NightZTot_CLAMS_[#/12hr],FoodInTotal_CLAMS_[g],FoodInTotal_CLAMS_[kCal],WaterInTotal_CLAMS_[mL],VO2_LeanBWCor_Day,VO2_LeanBWCor_Night,Glucose0min_OGTT_[mg/dL],Glucose15min_OGTT_[mg/dL],Glucose30min_OGTT_[mg/dL],Glucose45min_OGTT_[mg/dL],Glucose60min_OGTT_[mg/dL],Glucose90min_OGTT_[mg/dL],Glucose120min_OGTT_[mg/dL],Glucose150min_OGTT_[mg/dL],Glucose180min_OGTT_[mg/dL],GlucoseAUC_OGTT_[AUC],InsulinAUC_OGTT_[AUC],Insulin0min_OGTT_[ng/mL],Insulin15min_OGTT_[ng/mL],Insulin30min_OGTT_[ng/mL],Fasted_Glucose_Insulin_[ratio],Glucose_Insulin_15m_OGTT[ratio],Glucose_Insulin_30m_OGTT[ratio],Glucose*Insulin_Fasted,OGTT_Homa_IR,OGTT_Homa_B,0H_ColdTest_[°C],1H_ColdTest_[°C],2H_ColdTest_[°C],3H_ColdTest_[°C],4H_ColdTest_[°C],5H_ColdTest_[°C],6H_ColdTest_[°C],Decrease_0-3H_[%],Decrease_0-6H_[%],Decrease_3-6H_[%],24hXYTot_TSE_[#/hr],DayXYTot_TSE_[#/hr],NightXYTot_TSE_[#/hr],24hZTot_TSE_[#/hr],DayZTot_TSE_[#/hr],NightZTot_TSE_[#/hr],FoodInTotal_TSE_[g],FoodInTotal_TSE_[kCal],BodyWeight_TSE,Dist_pre_[m],Dist_post_[m],Improvement_[meters],VO2Basal_pre,VO2Max_pre,RERBasal_pre,RERMax_pre,VO2Basal_post,VO2Max_post,RERBasal_post,RERMax_post,deltaVO2bas_Improve,deltaVO2m_Improve [mL/kg/min],DayRun_ActivityWheel_[km],NightRun_ActivityWheel_[km],24hRun_ActivityWheel_[km],Liver_[g],Heart_[g],scWAT_[g],perirenalWAT_[g],Kidney_[g],epididymalWAT_[g],Gastrocnemius_[g],Soleus_[g],Liver_[%],Heart_[%],scWAT_[%],perirenalWAT_[%],Kidney_[%],epididymalWAT_[%],Gastrocnemius_[%],Soleus_[%],Glucose_[mmol/L],Cholesterol_[mmol/L],HDL_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,HDL_Norm[Z],LDL_[mmol/L],Triglycerides_[mmol/L],FFA_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,FFA_Norm[Z],LacticAcid_[mmol/L],BloodProtein_[g/L],ALAT_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,ASAT_[U/L],ASAT_Norm[Z],LDH_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,LDH_Norm[Z],ALPL_[U/L],Amylase_[U/L],CreatineKinase_[U/L],Creatinine_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,Creatinine_Norm[Z],Iron_[umol/L],RBC.TotalRedBloodCells_[#*10^6/uL],%RBCm.MatureRBC_[%],#RBCm.MatureRBC_[#*10^9/L],HGB.Hemoglobin_[g/dL],HCT.Hematocrit_[%],MCV.MeanCorpuscularVolume_[fL/RBC],MCH.MeanCorpuscularHemoglobin_[pg/RBC],MCHC.MeanCorpuscularHemoglobinConcentration_[g/dL],CH.RedCellHemoglobinContent_[pg/RBC],RDW.RedCellDistributionWidth_[%],HDW.HemoglobinConcentrationDistributionWidth_[g/dL],%RETIC.ReticulocytePercent_[%],#RETIC.ReticulocyteCount_[#*10^9/L],MCVr.MeanCorpuscularVolumeofReticulocytes_[fL/RTC],MCHCr.MeanCorpuscularHemoglobinConcentrationofReticulocytes_[g/dL],CHr.RedCellHemoglobinContentofReticulocytes_[pg/RTC],%LRTC_PercentageofLowMatureReticulocytes_[%],#LRTC_CountofLowMatureReticulocytes_[#*10^9/L],%MRTC_PercentageofMediumMatureReticulocytes_[%],#MRTC_CountofMediumMatureReticulocytes_[#*10^9/L],%HRTC_PercentageofHighMatureReticulocytes_[%],#HRTC_CountofHighMatureReticulocytes_[#*10^9/L],PLT.Platelets_[#*10^3/µL],MPV.MeanPlateletVolume_[fL/PLT],PDW.PlateletDistributionWidth_[%],PCT.Plateletcrit_[%],MPC.MeanPlateletComponentConcentration_[g/dL],PCDW.PlateletComponentDistributionWidth_[g/dL],MPM.MeanPlateletMass_[pg/PLT],WBC.WhiteBloodCell_[#*10^3/µL],%NEUTR.Neutrophil_[%],%LYMPH.Lymphocyte_[%],%MONO.Monocyte_[%],%EOS.Eosinophil_[%],%BASO.Basophil_[%],%LUC.LargeUnknownCells_[%],#NEUTR.Neutrophil_[#*10^3/µL],#LYMPH.Lymphocyte_[#*10^3/µL],#MONO.Monocyte_[#*10^3/µL],#EOS.Eosinophil_[#*10^3/µL],#BASO.Basophil_[#*10^3/µL],#LUC.LargeUnknownCells_[#*10^3/µL]
21,BXD39,HFD,28.708,45.4,48.138,47.948,44.706,45.4,19.2134,42.3225,26.482,58.33,47.088,19.164000000000005,40.70178570361692,27.465200000000003,58.32613092199824,46.254000000000005,18.4908,39.98486446391861,27.576,59.61099113210496,16.691999999999997,58.2545752882128,19.43,67.78720380805518,1.7537821680229115,3.487354256294741,60.4,96.4,675.0,,,,,,,,,,13289.6,1987.4,1.6120000000000005,8.221200000000001,1.068,,,206.4,510.4,513.0,540.2,559.4,534.8,492.4,420.2,361.6,86434.6,181.60000000000002,3.0302619999999996,7.4285179999999995,6.32325,813643.743578539,706086.0251946927,878676.4669731089,615.537694,27.342150397034032,7.920310215523246,37.2,35.7,35.559999999999995,35.64,35.32,35.52,36.14,4.190392893526995,2.849621266954366,-1.421344019109382,2254.0,1471.0,3037.0,166.0,42.0,290.0,3.434,17.513400000000004,46.949999999999996,127.8,371.2,243.4,62.77,74.4,0.7890000000000001,0.8575999999999999,67.02000000000001,83.4,0.7746000000000001,0.9347999999999999,4.250000000000002,9.0,0.043353960000000004,1.0842468600000001,1.128,3.2843999999999993,0.1754,2.072,1.0802,0.5094000000000001,1.448,0.316,0.023,6.845,0.36553975071243516,4.321286842224011,2.2565679590788177,1.063250578490866,3.02016121152404,0.6598870755412012,0.04797,16.12,5.739999999999999,4.4399999999999995,,0.6439999999999999,0.9860000000000001,0.736,,3.6399999999999997,54.85000000000001,529.5,397.0,,1950.8,,92.2,1240.0,108.0,0.5,,38.875,9.320000000000002,96.78,77554.8,12.559999999999999,44.67999999999999,47.96,13.36,27.9,14.4,15.3,2.4099999999999997,3.22,294.56,60.120000000000005,25.5,15.280000000000001,51.42,148.30416000000002,38.84,115.54180000000001,9.76,30.766040000000004,726.8,6.18,48.78,0.22400000000000003,242.4,70.19999999999999,1.36,3.104,18.860000000000003,73.56,2.2800000000000002,4.6,0.18,0.5,0.616,2.2800000000000002,0.05600000000000001,0.13999999999999999,0.004,0.012
22,BXD40,CD,22.487499999999997,27.97,26.826666666666668,24.75,25.72,25.22,1.99,7.9,22.13,87.75,28.1,3.65,12.931182070360961,23.15,82.50647744833627,27.48,2.34,8.513578344272975,23.995,87.3,2.28,11.202691547554526,3.49,15.04,2.066583981940623,34.89903250836456,99.0,121.0,,0.883,0.943,0.921,2789.0,3310.0,3091.0,2495.0,3131.0,2864.0,32879.0,8608.0,,,2.36,3177.2642911723633,3770.377437073065,91.2,314.3,297.0,262.8,231.3,160.8,120.0,111.0,109.8,32404.0,12.75,0.02,0.7174999999999999,0.245,60071428.57142857,7613905.226606081,14818627.450980391,2.1175,0.09406562846955746,0.16794019933554816,37.800000000000004,36.5,34.5,34.4,34.699999999999996,34.6,34.300000000000004,8.90072037869164,9.24793546244585,0.37049380658778275,5034.0,2300.0,7769.0,563.0,222.0,905.0,5.46,16.926000000000002,28.463333333333335,583.6666666666666,939.6666666666666,356.0,,,,,78.96,134.66666666666666,0.8513333333333334,0.963,,,0.267,6.09,6.356,0.944,0.166,0.164,0.133,0.351,0.562,0.26466666666666666,0.0133,3.77,0.6610860896636497,0.6637867931421679,0.5376638863242914,1.4182297325906348,2.270622619933769,1.068,0.0537,8.433333333333334,2.733333333333333,2.5333333333333337,,0.10000000000000002,0.64,0.8466666666666667,,3.4333333333333336,49.166666666666664,51.333333333333336,36.666666666666664,,194.66666666666666,,150.33333333333334,900.0,308.6666666666667,18.666666666666668,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BXD40,HFD,19.26,27.67,31.94,32.21,29.3075,27.67,6.88,24.86,19.99,72.23,31.54,9.82,30.89836452225747,20.93,66.58647486017855,27.1,5.0,17.91926679608877,20.8,77.5,8.41,43.87,12.68,65.67,14.223034749975767,50.896,76.0,112.75,,0.737,0.753,0.746,2837.0,3626.0,3291.0,2090.0,2729.0,2458.0,35918.0,7597.0,,,1.79,3940.324553452387,5033.236434781935,100.3,324.0,412.3,418.0,367.3,239.8,167.0,132.8,123.0,44247.0,18.175,0.02,0.8674999999999999,0.665,12875000.0,3979239.501536361,6623812.570396873,2.06,0.09151156924059868,0.18,37.4,35.8,34.3,34.0,33.800000000000004,33.5,33.224999999999994,9.22323471861704,11.159062751217668,2.124513124138105,4936.0,2697.0,7176.0,448.0,154.0,742.0,,,31.285,451.0,783.3333333333334,349.0,83.9,112.3,0.748,0.904,84.4,127.0,0.7392500000000001,0.93,0.463,16.0,0.368,6.894,7.351,0.997,0.168,0.764,0.5036,0.46,1.881,0.23349999999999999,0.0147,3.12,0.5300636548019134,2.305558106495817,1.520444053453771,1.4365928910366272,5.783834920315838,0.7335920805229393,0.0463,15.85,3.125,2.9375,,0.1,0.9225,0.725,,2.5999999999999996,45.650000000000006,63.0,42.75,,183.5,,89.25,923.8,123.0,7.33,,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,BXD43,CD,23.13,30.75,32.776666666666664,30.78,27.52,30.75,5.529,17.32,23.801,77.96,32.29,5.08,15.441312895245614,25.67,79.81,30.37,6.07,9.75,25.761,85.22,7.6175,32.5,10.17,44.821785022740166,5.8953068139426215,43.765630239495145,68.5,97.3,758.0,0.800275,0.888,0.854,2621.0,3230.0,2943.0,2108.0,2841.0,2532.0,40038.0,13697.0,2.998,9.293800000000001,1.99,3717.017954170798,4178.505490644864,82.3,367.3,431.5,390.3,343.0,245.5,180.0,144.5,125.3,45148.0,16.61,0.155,0.77,0.521,1340872.3747980613,6930611.428367458,34482922.61786433,12.84425,0.5705940698444911,2.7855000000000008,36.93333333333333,37.5,37.4,36.3,36.7,35.4,36.0,1.768,2.557944990120143,0.7923189031272643,4423.0,3209.0,5637.0,695.0,421.0,968.0,4.48,13.888000000000002,32.60333333333333,828.3333333333334,1184.3333333333333,356.0,87.4,122.3,0.825,0.9343,94.83333333333333,128.33333333333334,0.85,0.9303333333333333,7.46,6.0,0.382,7.92,8.303,1.04,0.142,0.2644,0.3766,0.342,0.789,0.325,0.0162,3.4028085029120265,0.4647824885513032,0.8426605364995475,1.1786496607110093,1.115,2.468234253229522,1.0705301378597574,0.052,7.83,2.5,2.2600000000000002,-1.5291055606313693,0.0033333333333333335,1.36,0.76,0.1032956450019402,2.3333333333333335,47.76,123.3,118.7,0.05848492007558137,2.33,-0.6129358876939005,88.0,1120.7,122.3,11.33,-0.26848527529768146,16.5,9.91,97.2,85338.0,14.33,45.67,46.13,14.47,31.4,14.37,14.27,2.11,2.8,279.0,54.93,28.77,15.73,51.6,637.67,39.77,491.0,8.63,106.7,1410.7,5.47,64.47,0.38,237.3,82.17,1.11,4.14,18.33,78.23,1.37,1.6,0.2,0.23,0.75,3.25,0.05,0.06,0.01,0.01
25,BXD43,HFD,23.1625,36.21,50.22,49.24,39.2,36.21,9.017,24.56,25.52,70.77,43.87,14.23,32.299033609600045,27.79,63.44,37.1,7.5,20.04,27.756,74.99,13.586,59.9,27.59,121.94604270659998,15.373105765598915,48.12756273012963,67.3,101.7,709.5,0.752,0.776,0.767,2649.0,3257.0,2971.0,1988.0,2543.0,2282.0,29792.0,7848.0,2.213,11.286299999999999,1.447,3769.3595781796416,4739.1293883151775,89.3,344.7,487.0,492.0,462.8,353.7,262.3,190.0,154.0,57433.0,26.69,0.007,1.175,1.2,48000000.0,3004147.526249491,4221515.605109196,0.64,0.028430986264194946,0.07272727272727274,37.4,36.3,36.4,36.7,35.5,35.1,35.8,1.7554370132435917,4.265750194383896,2.524959230713722,4375.0,3261.0,5489.0,517.0,307.0,728.0,,,44.583333333333336,759.6666666666666,1148.6666666666667,389.0,75.6,88.7,0.769,0.9153,73.60000000000001,110.0,0.7673333333333333,0.91,-2.0,21.33,0.203,7.6368,7.839,1.33,0.142,2.197,1.43,0.3918,2.896,0.3499,0.0187,2.6901643411947798,0.28938863561848877,4.477221996085562,2.91764121463331,0.7956945572705117,5.8525,0.7096897179024272,0.0379,11.53,3.7,3.2899999999999996,-0.4569998603541792,0.14,1.29,0.847,0.44853417804682233,1.7333333333333334,50.8,74.33,73.33,-0.473766651376609,214.33,-0.6117509671800642,79.0,1155.0,131.67,8.67,-0.5619551478534928,20.37,9.76,96.93,82614.0,14.13,45.33,46.53,14.53,31.27,14.53,16.47,2.27,3.07,300.8,56.17,28.67,16.07,47.73,628.0,40.03,526.0,12.27,160.33,1055.33,5.83,66.03,0.31,232.67,82.2,1.17,6.47,13.47,82.43,1.63,1.93,0.13,0.47,0.78,5.45,0.09,0.11,0.0,0.03
26,BXD44,CD,24.0,33.954,37.32,34.116,34.4,36.8325,13.79775,33.49622,21.8926,63.88401,40.27,16.44,40.699,22.55,56.1,34.685,9.13,26.23,24.32,70.2,9.954,41.51907,12.058,50.252711065102375,7.4444230944192755,44.16525591626086,79.625,107.75,625.375,0.84006,0.87498,0.8609,2344.0,2633.0,2521.0,1978.0,2307.0,2180.0,20465.0,4319.0,1.375,4.2625,0.69,3354.289750747431,3863.3049696750945,120.6,356.4,447.0,521.6,554.2,379.8,211.6,144.0,136.2,70698.0,37.346,1.539,1.1992,1.0418,2834403.858707563,3119504.011796678,16548189.637539728,70.33099999999999,7.963875555555555,10.830145818922263,36.78,36.32,36.3,35.76,35.16,35.44,35.14,2.769357802,4.446799641,1.707678459,2753.0,2220.0,3147.0,374.0,279.0,462.0,3.36,10.416,31.3,272.25,746.5,474.25,64.85249999999999,87.25,0.78825,0.9365,97.94,120.5,0.84825,0.97575,20.67,33.25,0.29976,2.58306,2.88284,1.458,0.1648,1.1118,0.789,0.41686,2.149,0.23106,0.016,4.257040346917664,0.48640718829079477,3.2815310580565735,2.311,1.228,6.2991,0.6741618273286167,0.043,15.425,3.375,1.5125,-0.6240737625466106,0.01333333,0.5625,0.735,-1.3112990430458287,4.7,53.05,44.25,43.0,-0.5093041647523942,336.0,0.22596592683606542,82.25,1045.75,55.66667,24.25,-0.11702033775726396,29.1,10.45,97.05,83480.0,13.8,,47.4,13.4,28.266,12.1667,12.55,1.885,2.7667,282.7,55.4,25.7667,14.233,51.3666,598.3,42.4,498.7,6.233,75.0,1387.0,4.1,48.35,0.28,272.0,73.75,1.025,8.74,19.85,74.65,1.75,2.95,0.2,0.55,1.69,6.58,0.15,0.24,0.02,0.05
27,BXD44,HFD,23.8,50.36,65.79,64.536,56.2,52.46,28.05725,52.87752,23.2312,45.08158,62.57,36.77,58.68,24.73,39.59,62.245,35.74,57.36,25.269,40.62,26.56,112.1988,39.94,170.3614015151515,2.19,2.654396936970772,82.625,126.875,584.0,0.7803,0.78628,0.7838,2010.0,2247.0,2155.0,1576.0,1772.0,1696.0,14586.0,5530.0,3.085,15.7335,0.895,3944.4920875807848,4658.906254300097,238.4,370.0,566.0,600.0,572.6,543.8,370.0,349.0,276.6,88299.0,57.96,1.9148,1.337333,1.6365,632518.7172786801,1069056.6771483892,1201412.5571918741,1021.5409999999999,45.401822222222215,4.2917360051344495,37.02,35.8,35.4,34.16,34.08,33.6,33.78,7.719509458,8.756098069,1.104255656,2012.0,1905.0,2055.0,100.0,67.0,129.0,3.874,19.7574,41.52,85.25,132.0,46.75,48.9875,60.75,0.759,0.9145000000000001,66.13,63.0,0.7781750000000001,0.92825,7.053,2.25,0.00292,0.58448,0.58742,2.585,0.1985,5.025,3.5407,0.5022,3.66,0.294325,0.017,4.014204197597417,0.30781021644765383,7.7920258543448115,5.491,0.7781703235403495,5.67,0.4571423961443618,0.0273,16.2,6.0,1.875,-0.11759598883807434,0.285,0.85,1.065,-0.8131675370326832,4.95,55.35,89.0,197.0,1.3879758866894316,819.0,2.9489060929688247,76.5,1014.5,225.0,32.5,1.2574727820017852,22.5,10.22,96.0,82544.0,13.6,,50.25,13.85,27.65,12.6,15.0,2.06,5.3,512.5,58.4,25.4,14.8,44.45,944.5,43.8,961.0,11.8,265.0,1222.0,4.0,54.2,0.24,284.0,68.8,1.06,12.8,17.2,77.6,2.2,1.8,0.1,1.2,2.2,9.94,0.28,0.24,0.01,0.14
28,BXD45,CD,24.2,30.266,32.6,32.4375,31.3,29.7,2.61975,8.7275,26.392,87.555,32.116,,,,,30.288,,,,,6.066,25.37745,8.376,34.6759420289855,7.535940032435998,,88.875,111.875,763.125,0.90285,0.992625,0.956675,2799.0,3394.0,3163.0,2514.0,3358.0,3031.0,31794.0,6011.0,4.143,12.8433,2.85,3192.0,3893.631114084281,154.75,320.0,280.25,237.75,223.0,,155.25,142.0,,35661.0,28.095,0.508,0.88925,1.4595,3295504.5409170133,3879064.642231453,2442443.597330315,80.51075,3.5782555555555557,2.0051532920860655,36.32,36.58,36.78,36.82,36.38,36.16,35.52,-1.373651222,2.204759969,3.528521336,5237.0,2334.0,8139.0,808.0,383.0,1233.0,3.43,10.633000000000001,32.116,661.775,864.25,202.47500000000002,108.58500000000001,128.0,0.830075,0.94325,98.89750000000001,138.5,0.83,1.00225,-9.6875,10.5,0.396275,4.71195,5.108225,1.6483,0.20388,0.26106,0.324,0.5345,0.60202,0.3049,0.01566,5.100255836080494,0.6382371127402738,0.7237152570177153,0.953,1.675,1.782,0.9509465860681604,0.0516,15.54,4.26,1.92,-0.05472288589494573,0.1,1.318,1.69,0.13026334556797128,8.5,53.06,29.2,35.25,-0.6694641690948858,231.0,0.019191879453614356,106.6,924.2,203.0,29.2,0.7076755340981656,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,BXD45,HFD,21.0,34.886,43.7,44.6,38.1,37.08,11.391,30.62,24.57975,66.4,44.958,,,,,39.486,,,,,13.886,66.12381,22.716,108.17142857142858,13.466383446759977,,78.71428571428571,101.85714285714286,760.1428571428571,0.769975,0.78605,0.7796,2914.0,3511.0,3280.0,2244.0,2764.0,2563.0,30202.0,5500.0,1.622,8.2722,1.79,4414.0,5289.867677245023,163.25,277.5,286.75,288.5,283.0,,219.5,182.0,,41125.0,97.5425,2.114,4.2285,2.43375,810702.1210882897,742678.6265214318,1199329.43809393,351.36725,15.616322222222221,7.481860691905431,36.36,36.52,36.54,36.72,36.88,36.32,35.88,-0.995839462,1.318593465,2.263572646,3714.0,1617.0,5811.0,436.0,306.0,567.0,2.965,15.1215,44.96,501.45,954.5,453.05,87.2115,98.0,0.774,0.9410000000000001,93.8175,116.25,0.76475,0.9435,6.606000000000002,18.25,0.52865,6.39895,6.927625,1.74922,0.21825,1.32995,1.417,0.556,2.077,0.3349,0.0198,3.9416008732875585,0.4812210181172723,2.9544003340481577,3.354,1.25,4.6,0.7494571024186854,0.0436,17.975,5.1,1.91,-0.06869468654897423,0.2075,1.49,1.5075,-0.14521847215141986,6.35,51.4,31.75,38.0,-0.6694641690948858,296.0,0.343054845233357,83.25,858.5,117.0,26.0,0.17453880885829193,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,BXD48,CD,27.53,35.24,38.44,37.01,35.51,33.88,6.48,19.1,26.086,77.07,37.228,10.22,26.87,25.84,69.98,35.02,7.56,21.288,26.223,75.1799,7.695999999999998,27.868862491947503,10.9,39.53933756336899,5.500289656463295,24.50692869070858,77.9,110.0,714.887,0.856,0.888,0.876,1762.0,2195.0,1985.0,1499.0,1967.0,1740.0,22827.0,6867.0,,,1.42,2287.516524776219,2849.5951099313297,93.0,317.0,340.0,310.0,264.0,180.0,145.0,125.0,113.0,36359.0,29.86,0.167,1.307,1.018,4039972.2735674675,2691256.997739664,3273459.650840575,15.949750000000002,0.7088777777777778,2.0301470588235295,36.8,35.6,34.1,33.3,33.7,32.5,32.5,9.6,8.6,2.3,3893.0,2475.0,5311.0,451.0,291.0,608.0,1.66,5.146,39.72,318.0,509.2,191.2,56.61,86.8,0.783,0.9292,66.73,98.3,0.7977,0.99225,6.34,-7.8,0.1098,2.9364,3.0462,1.187,0.158,0.7778,0.954,0.371,1.612,0.3051,0.02268,3.207,0.4288,2.0789,2.581,1.0046,4.347,0.8276,0.0618,16.28,3.16,2.914,-0.8483704849213867,0.102,0.652,0.752,0.07142747272087405,3.06,51.14,48.8,35.6,-0.916787812320638,130.0,-0.9115358571806572,94.2,1104.4,88.0,11.25,-0.27765620881505054,20.62,10.43,97.54,87986.0,13.64,42.64,40.84,13.04,31.88,12.86,12.92,2.03,2.46,256.36,50.26,29.22,14.5,63.98,708.8,33.28,370.4,2.74,29.8,1284.0,5.26,51.02,0.34,239.4,76.82,1.12,7.78,9.4,84.78,1.42,3.94,0.1,0.34,0.73,6.61,0.1,0.3,0.01,0.03
31,BXD48,HFD,25.69,47.32,56.52,49.1,50.49,49.3,21.6,43.71,26.33975,53.46,55.414,26.57,47.92,27.51,49.65,49.97,21.65,43.067,26.9638,54.211,21.636,83.96924731976668,30.83,120.22749969386389,10.015626796556623,18.938439507789813,73.8,107.2,737.0,0.786,0.764,0.773,1716.0,1935.0,1832.0,1353.0,1481.0,1421.0,19119.0,7902.0,,,1.17,3203.590050549622,3643.380959072436,145.0,390.0,477.0,473.0,464.0,371.0,271.0,206.0,175.0,59689.0,105.45,1.418,3.878,3.242,1087606.7936917983,1213538.7448940245,1603629.3192790134,228.36533333333333,10.149570370370371,7.810613026819923,37.2,35.6,35.5,34.4,35.2,34.4,34.6,7.4,2.8,-0.4,2216.0,2007.0,2425.0,189.0,141.0,238.0,1.73,5.35,57.22,234.5,442.0,209.0,50.19,64.2,0.7706,0.9136,51.9,68.5,0.7595,0.9625,10.3,19.0,0.00838,2.408639,2.41702,1.9683,0.168,2.934,2.17,0.4243,1.951,0.3423,0.02794,3.44,0.302,5.2339,3.807,0.7625,3.584,0.6173,0.0502,21.28,4.72,4.248,0.540162528835673,0.198,1.052,0.86,0.5016477985152658,3.44,50.0,86.2,113.4,-0.0033501889607760126,280.2,-0.3776106736460041,71.8,945.0,106.2,4.4,-0.9104506215135186,25.3,10.44,96.9,87539.6,14.32,45.2,43.3,13.74,31.72,13.36,14.14,2.17,3.1,320.1,53.28,29.06,15.28,56.62,777.6,36.54,512.2,6.86,98.4,1045.6,5.28,55.74,0.28,242.2,78.2,1.13,12.74,9.92,84.02,1.24,3.46,0.16,1.18,1.19,10.79,0.15,0.42,0.02,0.16
32,BXD48a,CD,29.78,38.216,44.0,44.354,39.4,38.216,8.508,21.952,28.8072,75.67,41.567,10.567,25.29,29.822,71.833,41.4,8.2,20.59,29.899,76.14,8.436000000000002,28.123264182787672,14.23,47.69266722614886,2.999717716136792,22.055095275777422,77.83,109.67,676.0,0.8201,0.85586,0.84154,2322.0,2772.0,2598.0,1902.0,2382.0,2196.0,23715.0,6096.0,2.29,7.099,1.464,3135.0,3652.2766604178746,124.6,326.8,304.4,285.8,260.2,199.6,182.0,158.6,147.6,38964.0,73.06,0.8334,3.5046,1.8986,2654704.7545749336,1256999.6289447048,1766734.73931031,117.85619999999999,5.238053333333333,4.142298797409806,36.8,36.3,36.1,35.9,35.2,34.5,33.8,2.45,8.09,5.8,3462.0,1827.0,5098.0,427.0,88.0,765.0,4.2775,13.26025,42.2,389.0,539.0,148.775,71.04,97.5,0.8168,0.93425,71.395,104.25,0.8645,1.0,0.355,6.75,0.0204,3.456125,3.47655,1.84636,0.19088,0.83459,1.11374,0.44896,2.35458,0.33045,0.0201,4.142206361805076,0.43140488546571343,1.8622111342803802,2.4885,1.014,5.241,0.7538242701913174,0.0452,19.85,3.6,1.695,-0.2838604166210145,0.105,0.95,1.695,0.06384581143288513,3.7399999999999998,54.45,22.0,110.0,-0.031288151791726296,16.0,-0.5886739947791333,78.5,1135.5,189.5,22.0,-0.458561052364058,20.15,9.71,,,12.825,44.325,45.65,13.225,28.95,12.125,12.625,1.82,3.175,307.5,56.075,25.375,14.18,58.35,,37.4,,4.225,,917.5,3.925,47.725,0.3575,294.25,68.325,1.0875,3.68,30.8,73.975,2.375,7.375,0.125,0.3,0.58,2.7325,0.088,0.2575,0.0075,0.0125
33,BXD48a,HFD,30.2,50.3,58.7,61.386,54.3,50.185,20.698,41.158,28.217,56.312,62.08,26.32,42.36,34.45,55.55,56.4,23.19,41.02,31.713,56.3,20.1425,66.7824853631723,28.34,93.24383191261319,9.228066796456707,12.107361060200967,74.0,111.33333333333333,685.1666666666666,0.750875,0.7466,0.748325,2274.0,2488.0,2405.0,1713.0,1863.0,1805.0,18891.0,2831.0,1.14,5.813999999999999,0.275,4044.0,4431.980453583739,159.3,417.7,445.3,454.7,451.0,390.7,341.7,276.7,240.7,64988.0,331.1,9.793333,11.74867,10.85433,178766.81817764815,356841.4059820539,417510.22594281525,1561.4383333333333,69.39725925925926,36.690219255663436,37.1,35.9,35.4,35.1,35.0,35.6,35.5,5.3,4.31,-1.04,2921.0,2257.0,3586.0,258.0,89.0,427.0,2.435,12.4185,61.79,96.33,259.33,163.0,55.02666667,69.33333333,0.768666667,0.908333333,59.66666667,74.66666667,0.7981,0.940666667,4.64,5.333333333,0.02595,0.968,0.9941,3.3153,0.20435,2.4934,2.8988,0.5507,2.13,0.348133,0.023133,5.310589051857797,0.32914158844296254,4.0471949791608175,4.694,0.8971100902485908,3.487,0.5668870569274231,0.0375,19.36667,3.833333,1.796667,2.89,0.185,0.7333333,1.613333,-1.5301750078091805,2.1999999999999997,58.4,32.66667,63.0,0.8828558729938808,236.0,0.8446272332614712,77.33334,1178.667,50.67,,,20.4,8.33,96.2,74388.0,11.84,44.33,46.93,14.17,30.1,12.47,14.93,2.09,3.8,315.3,56.2,26.63,14.87,44.83,458.0,38.6,394.0,16.6,167.0,1141.0,5.07,56.57,0.2,250.33,77.13,1.14,8.59,5.77,89.23,2.17,1.97,0.1,0.77,0.5,7.65,0.19,0.17,0.02,0.08
