,strain,diet,BodyWeight_Wk8_[g],BodyWeight_Wk16_[g],BodyWeight_Wk28_[g],BodyWeight_Sacrifice_[g],BodyWeight_NIBP_[g],BodyWeight_preCLAMS_[g],FatMass_preCLAMS_[g],FatMass_preCLAMS_[%],LeanMass_preCLAMS_[g],LeanMass_preCLAMS_[%],BodyWeight_preWheel_[g],FatMass_preWheel_[g],FatMass_preWheel_[%],LeanMass_preWheel_[g],LeanMass_preWheel_[%],BodyWeight_postWheel_[g],FatMass_postWheel_[g],FatMass_postWheel_[%],LeanMass_postWheel_[g],LeanMass_postWheel_[%],BWGain_8-16Weeks_[g],BWGain_8-16Weeks_[%],BWGain_8-28Weeks_[g],BWGain_8-28Weeks_[%],BWLoss_AfterExercise_[%],FatMassLoss_AfterExercise_[%],DiastolicBP_NIBP_[mmHg],SystolicBP_NIBP_[mmHg],HeartRate_NIBP_[bpm],DayRER_CLAMS_[ratio],NightRER_CLAMS_[ratio],24hRER_CLAMS_[ratio],DayVO2_CLAMS_[mL/kg/hr],NightVO2_CLAMS_[mL/kg/hr],24hVO2_CLAMS_[mL/kg/hr],DayVCO2_CLAMS_[mL/kg/hr],NightVCO2_CLAMS_[mL/kg/hr],24hVCO2_CLAMS_[mL/kg/hr],NightXTot_CLAMS_[#/12hr],NightZTot_CLAMS_[#/12hr],FoodInTotal_CLAMS_[g],FoodInTotal_CLAMS_[kCal],WaterInTotal_CLAMS_[mL],VO2_LeanBWCor_Day,VO2_LeanBWCor_Night,Glucose0min_OGTT_[mg/dL],Glucose15min_OGTT_[mg/dL],Glucose30min_OGTT_[mg/dL],Glucose45min_OGTT_[mg/dL],Glucose60min_OGTT_[mg/dL],Glucose90min_OGTT_[mg/dL],Glucose120min_OGTT_[mg/dL],Glucose150min_OGTT_[mg/dL],Glucose180min_OGTT_[mg/dL],GlucoseAUC_OGTT_[AUC],InsulinAUC_OGTT_[AUC],Insulin0min_OGTT_[ng/mL],Insulin15min_OGTT_[ng/mL],Insulin30min_OGTT_[ng/mL],Fasted_Glucose_Insulin_[ratio],Glucose_Insulin_15m_OGTT[ratio],Glucose_Insulin_30m_OGTT[ratio],Glucose*Insulin_Fasted,OGTT_Homa_IR,OGTT_Homa_B,0H_ColdTest_[°C],1H_ColdTest_[°C],2H_ColdTest_[°C],3H_ColdTest_[°C],4H_ColdTest_[°C],5H_ColdTest_[°C],6H_ColdTest_[°C],Decrease_0-3H_[%],Decrease_0-6H_[%],Decrease_3-6H_[%],24hXYTot_TSE_[#/hr],DayXYTot_TSE_[#/hr],NightXYTot_TSE_[#/hr],24hZTot_TSE_[#/hr],DayZTot_TSE_[#/hr],NightZTot_TSE_[#/hr],FoodInTotal_TSE_[g],FoodInTotal_TSE_[kCal],BodyWeight_TSE,Dist_pre_[m],Dist_post_[m],Improvement_[meters],VO2Basal_pre,VO2Max_pre,RERBasal_pre,RERMax_pre,VO2Basal_post,VO2Max_post,RERBasal_post,RERMax_post,deltaVO2bas_Improve,deltaVO2m_Improve [mL/kg/min],DayRun_ActivityWheel_[km],NightRun_ActivityWheel_[km],24hRun_ActivityWheel_[km],Liver_[g],Heart_[g],scWAT_[g],perirenalWAT_[g],Kidney_[g],epididymalWAT_[g],Gastrocnemius_[g],Soleus_[g],Liver_[%],Heart_[%],scWAT_[%],perirenalWAT_[%],Kidney_[%],epididymalWAT_[%],Gastrocnemius_[%],Soleus_[%],Glucose_[mmol/L],Cholesterol_[mmol/L],HDL_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,HDL_Norm[Z],LDL_[mmol/L],Triglycerides_[mmol/L],FFA_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,FFA_Norm[Z],LacticAcid_[mmol/L],BloodProtein_[g/L],ALAT_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,ASAT_[U/L],ASAT_Norm[Z],LDH_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,LDH_Norm[Z],ALPL_[U/L],Amylase_[U/L],CreatineKinase_[U/L],Creatinine_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,Creatinine_Norm[Z],Iron_[umol/L],RBC.TotalRedBloodCells_[#*10^6/uL],%RBCm.MatureRBC_[%],#RBCm.MatureRBC_[#*10^9/L],HGB.Hemoglobin_[g/dL],HCT.Hematocrit_[%],MCV.MeanCorpuscularVolume_[fL/RBC],MCH.MeanCorpuscularHemoglobin_[pg/RBC],MCHC.MeanCorpuscularHemoglobinConcentration_[g/dL],CH.RedCellHemoglobinContent_[pg/RBC],RDW.RedCellDistributionWidth_[%],HDW.HemoglobinConcentrationDistributionWidth_[g/dL],%RETIC.ReticulocytePercent_[%],#RETIC.ReticulocyteCount_[#*10^9/L],MCVr.MeanCorpuscularVolumeofReticulocytes_[fL/RTC],MCHCr.MeanCorpuscularHemoglobinConcentrationofReticulocytes_[g/dL],CHr.RedCellHemoglobinContentofReticulocytes_[pg/RTC],%LRTC_PercentageofLowMatureReticulocytes_[%],#LRTC_CountofLowMatureReticulocytes_[#*10^9/L],%MRTC_PercentageofMediumMatureReticulocytes_[%],#MRTC_CountofMediumMatureReticulocytes_[#*10^9/L],%HRTC_PercentageofHighMatureReticulocytes_[%],#HRTC_CountofHighMatureReticulocytes_[#*10^9/L],PLT.Platelets_[#*10^3/µL],MPV.MeanPlateletVolume_[fL/PLT],PDW.PlateletDistributionWidth_[%],PCT.Plateletcrit_[%],MPC.MeanPlateletComponentConcentration_[g/dL],PCDW.PlateletComponentDistributionWidth_[g/dL],MPM.MeanPlateletMass_[pg/PLT],WBC.WhiteBloodCell_[#*10^3/µL],%NEUTR.Neutrophil_[%],%LYMPH.Lymphocyte_[%],%MONO.Monocyte_[%],%EOS.Eosinophil_[%],%BASO.Basophil_[%],%LUC.LargeUnknownCells_[%],#NEUTR.Neutrophil_[#*10^3/µL],#LYMPH.Lymphocyte_[#*10^3/µL],#MONO.Monocyte_[#*10^3/µL],#EOS.Eosinophil_[#*10^3/µL],#BASO.Basophil_[#*10^3/µL],#LUC.LargeUnknownCells_[#*10^3/µL]
86,BXD79,CD,24.98,35.67,38.596,37.606,34.516,35.67,10.402,29.14,23.95,67.15,36.21,10.44,28.76,24.48,67.7,34.872,9.03,25.76,24.72,70.99,10.690000000000001,42.85118777958864,13.62,54.742598072986674,3.7254631465522428,13.345049981747831,65.65714285714286,95.07142857142857,753.9285714285714,,,,2640.0,3125.0,2947.0,1799.0,2224.0,2067.0,27506.0,7186.0,2.524,7.824400000000001,1.236,,,91.6,163.6,196.2,214.5,193.4,182.2,181.4,156.8,146.0,31235.0,45.11,0.085,1.918,1.99,8328042.3280423265,963597.4386148689,1102256.611600654,7.7700000000000005,0.3453333333333334,1.0778571428571428,35.8,35.7,35.2,34.9,35.4,35.6,35.6,2.4,0.5,-1.9,2659.0,1776.0,3542.0,225.0,72.0,378.0,3.64,11.284,37.262,218.4,322.2,103.8,66.08,90.6,0.6195,0.7343,74.7,92.8,0.8534,0.9744,8.62,2.2,0.0019,0.8711,0.8729,1.52314,0.1893,0.688,0.875,0.506,2.13,0.294,0.0158,4.03,0.505,1.76,2.33,1.347,5.64,0.7865,0.041974,18.8,2.96,2.936,-0.8254711398669224,0.136,0.926,0.662,-0.2870894654411189,6.4799999999999995,45.25,84.0,84.6,-0.3414864814127558,350.0,-0.1294883180486752,109.8,939.0,158.6,19.4,0.6192610891836479,26.85,10.86,97.6,91570.0,15.0,48.44,44.6,13.85,31.0,13.6,13.7,1.83,2.4,261.87,57.3,27.15,15.3,74.2,796.5,23.7,254.5,2.05,22.5,1532.36,4.95,53.85,0.37,252.0,75.25,1.14,12.97,15.55,79.7,1.8,2.2,0.15,0.6,2.01,10.33,0.23,0.29,0.02,0.08
87,BXD79,HFD,21.57,40.64,51.192,49.036,44.252,42.78,15.43,36.03,26.06,60.96,46.898,17.2818,36.79,28.1772,60.15,47.65,17.74,37.15,28.48,59.86,21.208,98.23474896520354,29.62,137.1497859187493,-1.656922383500314,-2.63,62.7,100.6,724.9,,,,2834.0,3309.0,3116.0,1924.0,2289.0,2141.0,27025.0,5972.0,2.146,10.9446,1.464,,,133.4,275.8,337.6,370.8,367.2,366.2,348.4,333.8,292.8,59870.0,70.73,0.971,3.11,2.236,1681755.228835233,994632.0695797947,1743599.2240158923,130.272,5.789866666666667,4.925179361179362,37.0,35.5,35.0,34.7,35.1,35.5,34.9,6.2,5.7,-0.5,3272.0,2537.0,4007.0,191.0,64.0,319.0,2.88,14.7,47.5,88.8,162.2,73.4,63.24,72.6,0.797,0.894,61.85,71.0,0.8203,0.906,-1.39,-1.6,0.00169,0.34535,0.34705,1.98866,0.20566,1.5544,2.74404,0.6158,2.02296,0.2794,0.01356,4.043,0.4196,3.141,5.63,1.255,4.115,0.584,0.0275,12.72,4.16,4.208,0.4985273560093746,0.21,0.888,0.598,-0.5420348436896473,2.92,49.58,132.8,134.0,0.23851118689029285,426.2,0.1413845114143113,122.0,863.4,113.6,18.2,0.48719964653353276,15.3,10.17,94.22,81424.8,14.88,50.16,49.48,14.7,29.7,14.4,14.98,1.99,5.78,570.12,56.44,27.12,15.22,79.86,1925.4,19.1,484.6,1.02,25.0,1528.8,6.78,47.72,0.51,210.2,72.1,1.25,12.67,20.92,74.08,1.92,1.82,0.14,1.1,2.59,9.43,0.26,0.23,0.01,0.14
88,BXD8,CD,23.2575,27.6625,30.262499999999996,27.974999999999998,27.907500000000002,27.6625,1.51,5.44,25.98,93.93,28.1975,2.348,8.311090727900787,25.572,90.69130497514217,29.28,2.766,9.45423651413115,25.8885,88.42630049534691,4.404999999999999,19.022272510146284,7.005,30.083679196409157,-3.8547370335619755,-19.68033392573679,83.75,111.0,740.5,0.866,0.926,0.902,2918.519,3403.776,3206.641,2541.615,3169.724,2914.555,28471.0,6164.25,3.0337499999999977,9.404624999999994,2.505,3108.6158109671037,3626.115514992804,77.75,261.5,239.0,198.75,166.5,125.75,109.0,100.0,95.0,26286.0,3.2675,0.0,0.2178255,0.0,,8042394.3470474705,,0.0,0.0,0.0,37.7,37.0,34.199999999999996,35.0,35.35,36.325,36.425,7.165840652682752,3.35963783332204,-4.157298369855113,5929.885416666666,2427.25,9433.0,349.1979166666667,143.95833333333331,554.4375,4.844999999999999,15.019499999999997,28.384999999999998,509.0,544.75,35.75,102.7375,122.5,0.841,0.96775,107.35,131.75,0.8379999999999999,0.93575,4.612500000000004,9.25,0.030212275,2.9696571500000006,3.0,1.138925,0.18020000000000003,0.290875,0.330025,0.43065,0.71965,0.27425,0.018,4.066352927300986,0.6482231678423027,1.0245530323565895,1.1354587076394542,1.5463911833147794,2.5156455537185654,0.9858030593390057,,,,,,,,,,,,,,,,,,,,,,,9.969999999999999,97.9,82917.5,12.65,43.699999999999996,43.8,12.65,28.925,14.0,12.025,2.0625,2.1,210.1,51.05,26.525,13.5,66.125,138.42565,30.650000000000002,65.0093,3.2249999999999996,6.665049999999999,1279.0,6.6499999999999995,54.125,0.43,202.25,76.8,1.1425,2.83,10.55,80.15,1.825,7.3,0.05,0.15000000000000002,0.295,2.275,0.060000000000000005,0.21,0.0,0.0
89,BXD8,HFD,21.69,34.522000000000006,37.712,36.914,34.096000000000004,34.522000000000006,11.0408,31.774828803218394,23.45,68.13993073758051,36.682,12.4158,33.543509570935484,24.093799999999998,65.96758343039419,31.806,7.2632,22.032909310263182,24.3274,77.26047800864688,12.831999999999999,59.01588720936782,16.022,73.40959777625201,13.519978421971341,43.89190964812981,70.0,95.8,788.6,0.764,0.78,0.774,2602.927,3104.88,2926.768,1990.164,2425.19,2270.826,22284.4,5179.6,1.524000000000001,7.772400000000004,0.964,3803.951925510383,4541.180930018107,111.4,276.2,291.0,286.8,270.2,210.0,169.4,156.6,140.0,37905.2,19.968600000000002,0.011427759999999999,0.8602274,0.9305327999999999,18201292.291752715,3827028.392387332,3651127.1459333645,1.1884870399999998,0.052796216066878884,0.10034130731707318,37.1,36.14,36.36,35.96,35.66,35.64,36.12,3.0746881656285963,2.6433489418714484,-0.44213825105517834,2816.95,1694.2666666666669,3939.0,238.90625,51.479166666666664,426.0,,,37.288,416.2,556.2,140.0,91.45599999999999,101.0,0.7864000000000001,0.9088,104.272,116.4,0.7656000000000001,0.8532,12.815999999999999,15.4,0.6953978199999999,4.6368526,5.331999999999999,1.3288,0.1848,0.9208999999999999,0.92706,0.52196,1.89904,0.28752000000000005,,3.6032612159498156,0.5081222726621318,2.4352740859655446,2.4731267894252724,1.4293996164020508,5.155243445657015,0.7855301103134754,,,,,,,,,,,,,,,,,,,,,,,10.544,97.02000000000001,84881.6,15.080000000000002,46.32,44.0,14.34,32.56,13.26,13.84,2.1319999999999997,2.98,312.08,53.42,25.38,13.540000000000001,58.04,180.25092,37.6,117.80372,4.34,13.96412,1230.0,7.58,52.8,0.466,182.8,70.08,1.182,2.4480000000000004,11.080000000000002,75.8,2.4200000000000004,8.38,0.18,2.1399999999999997,0.26,1.864,0.055999999999999994,0.192,0.004,0.06000000000000001
90,BXD81,CD,20.35,25.39,27.6,26.15,26.54,25.3875,4.604,17.15,19.698,78.48,27.91,6.28,21.5,20.52,74.58,25.26,3.43,13.04,20.9,83.23,5.039999999999999,24.61071728018073,7.25,34.8444905035913,8.451120160311245,45.62024322371269,76.1,101.93,648.287,,,,2858.0,3196.0,3076.0,1544.0,1896.0,1772.0,18910.0,5115.0,2.607,8.081700000000001,1.665,,,87.75,295.0,228.0,191.0,168.8,127.5,117.8,104.0,100.8,27156.0,22.48,0.2,0.9503,0.617,11900201.18980891,3177543.2658717884,4131894.1643864447,19.119333333333334,0.8497481481481483,2.8172196382428942,36.9,36.7,35.93,35.675,35.475,33.6,32.1,2.64,13.1,10.1,3186.0,2658.0,3714.0,,,,1.67,5.177,28.47,629.0,1086.5,457.5,75.25,99.5,0.8353,1.026,90.9,116.75,0.8572,0.987,15.65,17.25,0.1243,6.56,6.685,1.1795,0.12447,0.5817,0.362,0.3847,0.9324,0.2646,0.015525,4.512853459993121,0.4859501669104347,2.0734228286797807,1.28,1.484,3.289,1.0672,0.0606,15.075,3.075,2.69,-1.0841296510503027,0.2325,0.8375,0.4775,-1.0220491886732044,5.25,45.625,53.0,115.25,0.018370371491868518,239.0,-0.5240668491561752,198.5,889.0,181.75,2.5,-1.1488948929651153,47.85,11.5,97.73,94505.5,15.65,47.5,41.28,13.6,32.98,13.75,14.43,2.16,2.28,262.05,52.78,30.23,15.75,55.13,601.25,39.55,439.0,5.38,60.75,1186.5,4.93,54.0,0.29,243.75,80.05,1.06,7.03,10.88,84.8,0.95,2.9,0.08,0.4,0.76,5.96,0.08,0.2,0.0,0.03
91,BXD81,HFD,22.61,43.85,51.08,49.5,45.36,43.855,18.26,41.62,24.14,55.055,49.85,22.68,45.5,25.89,51.99,45.04,19.51,43.29,24.14,53.62,21.240000000000002,94.55655256176577,28.09,123.01028287089389,9.614560956076502,14.004106618352164,91.3,115.6,621.0,,,,2422.0,2665.0,2574.0,1322.0,1477.0,1418.0,20082.0,3164.0,2.045,10.429499999999999,0.985,,,158.5,433.3,493.5,534.0,508.8,430.0,375.8,303.3,250.0,71567.0,118.9,2.723,4.564,3.856,589875.8622467485,933582.5134305763,4720381.537347975,431.12274999999994,15.328808888888886,10.754347046541184,36.8,34.9,33.98,33.3,33.6,33.65,33.6,7.55,8.62,-0.9,2790.0,2244.0,3333.0,133.0,88.0,178.0,2.31,11.78,50.57,219.8,312.0,92.3,59.63,76.0,0.808975,0.97425,62.54,77.0,0.7954,0.94,3.26,5.25,0.016,3.215,3.231,2.054,0.192,3.727,1.8682,0.4786,1.9227,0.2905,0.0187,4.156761960814445,0.38888774283121014,7.53,3.778,0.9687,3.8797,0.5874135427772118,0.03789,13.35,5.2,4.36,0.6567410127493096,0.466,1.353,0.743,0.03690361941638603,3.1666666666666665,53.03,88.67,133.0,0.2267703434023769,614.3,0.8101536494235396,160.67,842.3,251.67,3.33,-0.9654762226177334,60.5,12.35,96.95,98997.0,18.2,54.1,43.85,14.8,33.7,14.6,15.1,2.3,3.05,378.9,54.25,30.35,16.4,47.3,741.0,44.6,698.5,8.15,127.5,950.0,5.55,58.65,0.27,234.5,80.8,1.14,9.32,9.3,86.05,1.1,2.85,0.1,0.6,0.87,8.01,0.1,0.27,0.02,0.05
92,BXD83,CD,22.8,25.32,29.0,28.48,27.24,26.036,3.171,12.076,22.06,84.81,28.27,4.45,15.61,23.01,81.53,28.22,3.98,13.99,23.35,82.85,2.526666666666666,11.010897241595522,6.23,27.281191421061305,0.1400026396714503,10.563400672789209,91.5,115.5,626.2,0.8198333,0.8501,0.838,2974.0,3277.0,3160.0,2443.0,2785.0,2652.0,21276.0,6054.0,1.973,6.116300000000001,0.347,3467.660317181391,3856.170406933265,106.0,229.0,201.0,175.0,165.0,148.0,142.0,128.0,117.0,27893.0,35.75,0.1286667,1.777667,1.082333,5470035.741002411,1488123.0301243945,2900378.959140828,13.343333333333334,0.593037037037037,1.1490909090909092,37.93,35.8,36.63,35.7,35.6,35.77,36.23,5.89,4.49,-1.51,3072.0,2039.0,4105.0,221.0,98.0,344.0,3.64,11.284,28.6,503.66,816.33,312.67,77.96,103.6666667,0.836,0.976666667,93.64,131.6666667,0.856,0.981333333,15.68,28.0,0.0395,1.7076,1.7471,1.061,0.1729,0.288,0.35,0.4534,1.029,0.246868,0.01453,3.72144141972781,0.6087799568901038,1.007512793963193,1.224,1.591994382022472,3.572,0.8666359901002675,0.05106,13.733,3.033,2.993,-0.7657940588158941,0.0733,0.9533,0.513,-0.8793063336642627,4.2,51.467,67.33,75.33,-0.450284964400777,302.3,-0.2989319515272713,126.67,1052.3,145.67,,,19.73,9.34,96.97,87109.0,12.44,13.27,44.17,13.37,30.27,11.97,13.1,1.91,3.03,283.0,53.3,27.0,14.33,47.2,141.0,40.67,353.0,12.2,104.3,1585.5,4.7,64.8,0.21,261.0,79.0,1.1,3.61,9.0,83.87,3.47,3.33,0.13,0.2,0.32,3.03,0.12,0.12,0.0,0.01
93,BXD83,HFD,23.45,33.71,36.8,36.94,35.56,34.538,11.112,31.963,22.49,65.319,37.32,12.25,32.65,24.05,64.6,35.38,10.62,29.54,23.85,67.8,10.260000000000002,43.57158673870106,13.35,56.80314108550953,5.406677401806702,14.38074760497002,80.05,104.875,633.875,0.74145,0.748875,0.7459,2996.0,3645.0,3393.0,2225.0,2729.0,2534.0,23199.0,3828.0,1.337,6.8187,1.08,4602.821948092196,5637.796288068117,186.0,340.0,373.0,343.0,318.0,257.0,231.0,211.0,191.3,48199.0,205.675,3.82975,8.70325,6.1865,714186.110455087,429191.5978239417,618398.6811677618,739.2850000000001,32.85711111111112,11.1570454702564,37.5,36.0,35.7,35.4,35.9,36.0,36.7,5.67,2.07,-3.86,2677.0,2089.0,3266.0,196.0,192.0,200.0,2.8,14.28,37.188,168.25,607.75,439.5,74.3975,89.25,0.7885,0.9585,74.9175,98.75,0.7905,0.96675,0.52,9.5,0.01847,2.2919,2.3104,1.735,0.197,1.229,0.785,0.481725,1.510775,0.258925,0.01535,4.678158256784943,0.5335241056442812,3.256650492157495,2.093,1.309,4.109,0.7062649425132084,0.04174,14.625,4.3,4.048,0.33146622504385104,0.2125,1.025,0.395,-1.350689715321698,3.85,49.43,61.25,73.0,-0.47768026587258094,535.0,0.5290312575158688,82.5,1229.0,237.0,,,27.13,9.95,96.67,84443.0,12.43,15.6,45.8,13.53,29.6,12.15,14.1,1.96,3.53,321.57,53.88,26.95,14.45,46.95,493.0,42.3,445.0,10.75,116.5,1350.7,4.77,66.87,0.26,258.0,75.4,1.11,6.68,16.8,78.2,2.1,2.53,0.18,0.23,1.01,5.35,0.13,0.18,0.0,0.01
94,BXD84,CD,22.17,28.92,36.02,35.61,34.64,35.124,8.56,24.3,25.64,73.1,35.31,8.125,22.75,25.996,73.84,30.2,2.97,9.93,25.97,85.97,10.874,44.831371387253114,10.89,43.29654966442096,15.777785797848201,61.19720974051374,83.4,108.1,667.9,0.754,0.844,0.807,2289.0,2768.0,2528.0,1767.0,2335.0,2051.0,35648.0,10258.0,1.732,5.3692,1.37,2951.1410506348616,3972.3652247502587,81.6,221.2,262.2,244.2,237.6,207.4,199.6,189.5,160.4,37191.0,23.558,0.4724,0.9452,0.7782,1930988.3122366704,2547107.033004838,3698548.554914061,39.3196,1.7475377777777776,10.0708,37.75,36.15,35.275,34.95,34.425,33.8,32.05,6.55,15.1,8.35,3619.0,1793.0,5446.0,710.0,223.0,1197.0,2.71,8.401,37.1,398.75,885.3,486.5,67.7,101.5,0.798,0.951,83.5,139.8,0.798,0.914,15.82,38.30000000000001,1.02,6.1,7.12,1.46,0.205,0.515,0.701,0.62,1.29,0.282,0.0172,4.105114412967764,0.5784926971088985,1.4042996436143753,1.95,1.73,3.57,0.7928379335462648,0.048,12.2,3.37,3.32,-0.4257734807344553,0.2,1.483,0.8133,0.31575012687571385,3.7999999999999994,52.67,52.0,48.33,-0.7672877385745079,290.7,-0.3404041695115431,62.67,881.0,112.7,20.0,0.6852918105087055,29.4,10.94,98.3,90312.0,15.4,47.7,43.5,14.05,32.3,14.2,12.9,2.08,1.7,186.7,51.25,31.85,16.15,64.95,511.5,31.8,248.5,3.25,25.5,1325.0,6.65,57.35,0.44,192.5,76.35,1.08,5.96,10.2,83.75,1.3,3.0,0.05,1.6,0.59,5.02,0.08,0.18,0.0,0.1
95,BXD84,HFD,24.14,45.28,53.09,53.59,,45.28,17.16,37.78,26.86,59.45,53.187,22.686,42.36,28.891,54.6,45.25,15.24,30.39,28.61,66.38,21.134999999999998,87.50406619470205,32.94,137.3465507181471,16.175460912318226,37.70544787232229,71.6,99.61,706.53,0.752,0.785,0.773,2271.0,2693.0,2502.0,1711.0,2128.0,1939.0,29524.0,8836.0,4.357,22.2207,2.01,,5444.475163333184,127.5,357.7,443.0,500.0,560.0,498.0,472.3,416.3,334.33,81533.0,61.58,2.105,1.9197,2.267,648564.6829723935,1959870.305209825,2334427.431833668,282.067,9.402233333333333,11.90151924882629,37.3,36.2,36.2,35.63,35.47,35.47,35.17,4.45,5.71,1.315,2648.0,1611.0,3685.0,233.0,66.0,399.0,3.09,15.77,53.96,207.0,678.0,471.0,57.8,72.33,0.785,0.992,69.5,92.67,0.7596,0.947,14.71,20.340000000000003,0.529,4.8732,5.402,2.6933,0.201,2.3663,2.8637,0.7223,3.1064,0.3174,0.0188,4.70890403347714,0.35561347636367713,4.071,4.927,1.276,5.4795,0.5612434870721219,0.0332,15.1,6.3,5.38,1.7184379198199242,0.447,1.147,0.51,-0.8925847387813738,4.2,49.8,87.67,121.7,0.09370745053932929,330.67,-0.19821370785118272,58.7,928.3,77.67,7.33,-0.7086900841313984,35.0,,97.45,,,,44.2,14.1,31.9,13.95,15.5,2.13,2.55,499.85,53.05,30.6,16.1,49.7,596.0,42.15,505.0,8.15,98.0,2142.5,5.25,52.9,0.32,233.0,79.15,1.08,12.05,23.25,42.9,1.1,30.75,0.1,1.95,3.01,4.7,0.14,3.95,0.0,0.24
96,BXD85,CD,29.95,45.28,47.68,43.98,44.2,45.282,14.228,31.41,29.215,64.54,45.27,13.904,30.777,30.135,66.49,45.8,12.82,28.0,31.22,68.2,15.328,51.470613247649375,17.72,59.66539845059574,-1.2685492815367005,7.872732868563735,69.28,101.025,700.538,0.753,0.803,0.783,2045.0,2444.0,2251.0,1539.0,1978.0,1766.0,23688.0,3953.0,1.332,4.1292,1.776,3198.9188832318227,3787.6731746767196,97.2,363.4,429.0,431.4,405.6,325.6,262.4,236.2,203.4,55989.0,52.886,1.2174,2.0616,1.711,854682.1218024206,1761036.2131165662,2539025.6193899075,116.7816,5.190293333333332,15.60501804951775,37.46,36.38,35.98,35.02,35.5,34.32,35.0,6.51,6.5414,0.0399,2585.0,1814.0,3356.0,886.0,739.0,1032.0,3.54,10.974,47.27,156.2,177.0,20.8,63.72,84.0,0.84477,0.9966,,,,,,,0.056,1.38,1.44,1.793,0.197,1.044,0.833,0.4176,1.37,0.3343,0.0191,4.059559784627343,0.45061606710466096,2.3606940933249896,1.881,0.9495,3.101,0.7633553412951879,0.0435,14.12,3.12,3.09,-0.6651757244856726,0.112,0.728,0.662,-0.28708946544111885,4.279999999999999,53.48,63.4,76.4,-0.4377613980136667,233.8,-0.542551609172022,129.2,1377.0,179.2,22.2,0.9274044553672498,25.5,9.92,97.85,73112.0,13.95,45.1,45.53,14.1,30.88,14.05,14.38,2.1,2.15,213.3,58.5,29.95,17.4,65.85,522.5,29.2,239.0,4.98,37.25,1249.0,5.93,48.7,0.37,234.5,75.8,1.23,8.54,17.7,75.8,1.95,2.95,0.1,1.5,1.5,6.46,0.17,0.26,0.01,0.13
97,BXD85,HFD,29.42,49.82,56.58,56.78,51.57,49.82,18.98,38.1,29.55,59.34,53.593,20.87,38.87,30.995,57.91,53.5,20.1,37.4,32.01,59.89,20.400000000000002,69.91996751962759,27.15,93.120115116172,0.1297379753783635,3.9824700696846933,72.7,104.7,700.9,0.78247,0.80261,0.7925,2435.0,2391.0,2418.0,1963.0,1898.0,1935.0,21693.0,2184.0,3.48,17.747999999999998,3.27,3656.4964467143927,4464.704037676258,134.75,466.5,404.5,460.0,512.0,440.0,423.5,392.0,329.3,78105.0,68.87,2.277,2.504,1.898,590591.7946678475,2489469.1162845083,2963744.496380157,316.427,14.063422222222224,12.374699699389343,37.45,35.6,35.45,35.25,35.15,35.4,35.075,5.3,6.33,0.455,2486.0,1643.0,3328.0,124.0,54.0,193.0,2.98,15.22,53.8,76.5,249.0,53.6,55.71,70.75,0.7958,0.941,56.4,77.0,0.7883,0.985,0.693,6.25,0.02,1.21,1.224,3.054,0.211,2.47,1.95,0.542,1.48,0.372,0.0194,5.396339134909482,0.372,4.34,3.41,0.954,2.61,0.657,0.034,14.7,4.3,3.74,0.011395833941680256,0.2575,1.785,0.4267,-1.224544866709145,5.75,51.125,139.0,112.5,-0.013916948099900385,688.8,1.0746871541375016,96.0,1309.0,267.3,23.25,1.0429582176861003,27.63,9.61,97.1,80161.0,13.7,46.4,48.35,14.25,29.45,14.0,15.05,2.13,2.9,278.1,55.55,29.7,16.4,58.4,702.0,34.5,407.0,7.1,82.5,974.0,6.15,63.95,0.3,218.5,84.35,1.12,7.77,16.45,69.4,1.5,3.55,0.15,8.9,1.27,5.41,0.12,0.27,0.01,0.69
